Time (ms),Ch1 V,Ch2 V,Ch1 A,Ch2 A,RPM,Torque,range,J,,,,
333.892,40.542,0.006,1.053,0.01,1584.846,0.011,0,0.05702264439,0,,,
333.954,41.011,0,1.062,0.01,1567.788,0.008,0,0.0414710141,0,,,
334.017,41.102,0.006,1.062,0.01,1586.065,0.01,0,0.05183876763,0,,,
334.08,41.26,0.006,1.086,-0.007,1598.25,0.011,0,0.05702264439,0,,,
334.142,41.492,0,1.103,0.01,1586.065,0.01,0,0.05183876763,0,,,
334.205,41.674,0,1.127,0.01,1564.132,0.008,0,0.0414710141,0,,,
334.267,41.772,0,1.144,-0.007,1582.41,0.008,0,0.0414710141,0,,,
334.33,41.808,0.006,1.176,-0.007,1599.468,0.007,0,0.03628713734,0,,,
334.392,41.857,0,1.209,0.01,1592.157,0.01,0,0.05183876763,0,,,
334.455,41.76,0,1.209,0.01,1576.317,0.013,0,0.06739039791,0,,,
334.517,41.54,0,1.234,0.01,1584.846,0.007,0,0.03628713734,0,,,
334.58,41.187,0.006,1.258,0.002,1599.468,0.01,0,0.05183876763,0,,,
334.642,40.852,0.006,1.275,0.002,1584.846,0.01,0,0.05183876763,0,,,
334.705,40.426,0,1.266,0.01,1572.662,0.011,0,0.05702264439,0,,,
334.768,39.976,0,1.266,-0.007,1587.283,0.008,0,0.0414710141,0,,,
334.83,39.537,0.006,1.25,0.002,1603.124,0.011,0,0.05702264439,0,,,
334.893,39.154,-0.006,1.217,0.002,1584.846,0.01,0,0.05183876763,0,,,
334.955,38.819,0.012,1.176,0.01,1573.88,0.012,0,0.06220652115,0,,,
335.018,38.515,0,1.127,0.002,1587.283,0.012,0,0.06220652115,0,,,
335.08,38.265,0.006,1.07,0.002,1604.342,0.011,0,0.05702264439,0,,,
335.143,38.216,0,1.021,0.002,1588.502,0.011,0,0.05702264439,0,,,
335.205,38.234,0,0.988,0.002,1572.662,0.01,0,0.05183876763,0,,,
335.268,38.904,0.006,0.947,-0.007,1588.502,0.013,0,0.06739039791,0,,,
335.331,39.129,-0.006,0.906,0.01,1603.124,0.011,0,0.05702264439,0,,,
335.393,39.361,0,0.89,0.002,1586.065,0.013,0,0.06739039791,0,,,
335.456,39.58,0.006,0.873,-0.007,1573.88,0.011,0,0.05702264439,0,,,
335.518,39.799,0,0.865,0.002,1590.939,0.012,0,0.06220652115,0,,,
335.581,39.988,0.006,0.865,0.01,1600.687,0.013,0,0.06739039791,0,,,
335.643,40.158,0.006,0.849,-0.007,1581.191,0.013,0,0.06739039791,0,,,
335.706,40.305,0,0.849,-0.007,1576.317,0.013,0,0.06739039791,0,,,
335.768,40.396,0,0.84,0.01,1590.939,0.013,0,0.06739039791,0,,,
335.831,40.445,0.012,0.832,0.002,1595.813,0.012,0,0.06220652115,0,,,
335.893,40.432,-0.006,0.849,0.002,1577.536,0.013,0,0.06739039791,0,,,
335.956,40.408,0,0.873,0.002,1576.317,0.012,0,0.06220652115,0,,,
336.019,40.396,0,0.89,0.01,1592.157,0.013,0,0.06739039791,0,,,
336.081,40.347,-0.006,0.898,0.002,1597.031,0.012,0,0.06220652115,0,,,
336.144,40.323,-0.006,0.898,0.01,1576.317,0.013,0,0.06739039791,0,,,
336.206,40.298,0,0.914,0.01,1577.536,0.012,0,0.06220652115,0,,,
336.269,40.28,-0.006,0.922,0.018,1592.157,0.011,0,0.05702264439,0,,,
336.331,40.262,0.006,0.914,0.01,1593.376,0.013,0,0.06739039791,0,,,
336.394,40.231,0.006,0.914,0.01,1573.88,0.013,0,0.06739039791,0,,,
336.456,40.195,0,0.906,0.002,1577.536,0.011,0,0.05702264439,0,,,
336.519,40.152,-0.006,0.914,0.002,1594.594,0.012,0,0.06220652115,0,,,
336.582,40.171,0,0.898,-0.007,1592.157,0.011,0,0.05702264439,0,,,
336.644,40.28,0,0.906,-0.007,1572.662,0.011,0,0.05702264439,0,,,
336.707,41.4,0,0.906,-0.007,1578.754,0.011,0,0.05702264439,0,,,
336.769,40.895,0.006,0.914,0.01,1593.376,0.011,0,0.05702264439,0,,,
336.832,41.029,0.006,0.922,-0.007,1589.72,0.01,0,0.05183876763,0,,,
336.894,41.212,0,0.931,0.002,1570.225,0.011,0,0.05702264439,0,,,
336.957,41.358,0,0.947,0.002,1581.191,0.012,0,0.06220652115,0,,,
337.019,41.48,0,0.98,0.002,1594.594,0.008,0,0.0414710141,0,,,
337.082,41.54,0.006,0.996,0.01,1586.065,0.011,0,0.05702264439,0,,,
337.144,41.528,0.006,1.021,0.002,1566.569,0.011,0,0.05702264439,0,,,
337.207,41.504,0.006,1.062,0.002,1581.191,0.011,0,0.05702264439,0,,,
337.27,41.352,0.006,1.094,0.01,1597.031,0.011,0,0.05702264439,0,,,
337.332,41.072,0.006,1.111,0.002,1584.846,0.012,0,0.06220652115,0,,,
337.395,40.773,0.006,1.119,-0.007,1566.569,0.012,0,0.06220652115,0,,,
337.457,40.408,0.006,1.127,-0.007,1581.191,0.011,0,0.05702264439,0,,,
337.52,40.006,0.006,1.119,0.01,1599.468,0.011,0,0.05702264439,0,,,
337.582,39.635,-0.006,1.103,0.002,1586.065,0.012,0,0.06220652115,0,,,
337.645,39.312,-0.006,1.078,0.002,1570.225,0.013,0,0.06739039791,0,,,
337.707,39.014,0.006,1.045,0.002,1583.628,0.01,0,0.05183876763,0,,,
337.77,38.728,0,1.004,-0.015,1598.25,0.011,0,0.05702264439,0,,,
337.833,38.472,0,0.947,0.002,1584.846,0.01,0,0.05183876763,0,,,
337.895,38.283,0,0.906,0.01,1571.443,0.01,0,0.05183876763,0,,,
337.958,38.253,-0.006,0.849,0.01,1586.065,0.01,0,0.05183876763,0,,,
338.02,38.301,0,0.808,0.002,1599.468,0.01,0,0.05183876763,0,,,
338.083,39.038,0.006,0.783,0.002,1581.191,0.011,0,0.05702264439,0,,,
338.145,39.324,0.006,0.759,0.01,1573.88,0.012,0,0.06220652115,0,,,
338.208,39.556,0,0.734,0.002,1589.72,0.011,0,0.05702264439,0,,,
338.27,39.793,0.006,0.726,0.002,1597.031,0.013,0,0.06739039791,0,,,
338.333,40,-0.006,0.726,0.002,1577.536,0.013,0,0.06739039791,0,,,
338.395,40.177,0,0.718,-0.007,1573.88,0.013,0,0.06739039791,0,,,
338.458,40.323,0.006,0.726,0.002,1587.283,0.013,0,0.06739039791,0,,,
338.521,40.438,0,0.75,0.01,1592.157,0.012,0,0.06220652115,0,,,
338.583,40.548,0.006,0.767,0.002,1576.317,0.013,0,0.06739039791,0,,,
338.646,40.597,0.006,0.783,0.002,1576.317,0.012,0,0.06220652115,0,,,
338.708,40.652,0,0.808,0.01,1590.939,0.015,0,0.07775815144,0,,,
338.771,40.597,0,0.824,0.002,1589.72,0.011,0,0.05702264439,0,,,
338.833,40.536,0,0.832,0.018,1569.006,0.013,0,0.06739039791,0,,,
338.896,40.475,0.006,0.849,0.002,1577.536,0.015,0,0.07775815144,0,,,
338.958,40.39,0.006,0.84,0.002,1592.157,0.01,0,0.05183876763,0,,,
339.021,40.353,0,0.84,0.01,1582.41,0.012,0,0.06220652115,0,,,
339.084,40.323,0,0.84,0.002,1565.351,0.01,0,0.05183876763,0,,,
339.146,40.298,0.006,0.857,-0.007,1581.191,0.011,0,0.05702264439,0,,,
339.209,40.298,0.006,0.849,0.01,1592.157,0.011,0,0.05702264439,0,,,
339.271,40.274,-0.006,0.857,0.002,1583.628,0.011,0,0.05702264439,0,,,
339.334,40.28,-0.006,0.849,0.002,1560.477,0.012,0,0.06220652115,0,,,
339.396,40.359,0,0.849,-0.007,1581.191,0.008,0,0.0414710141,0,,,
339.459,40.505,0,0.824,0.002,1597.031,0.008,0,0.0414710141,0,,,
339.521,40.944,0.006,0.857,0.01,1581.191,0.006,0,0.03110326058,0,,,
339.584,41.139,0,0.865,0.002,1567.788,0.01,0,0.05183876763,0,,,
339.646,41.406,-0.006,0.89,0.01,1582.41,0.01,0,0.05183876763,0,,,
339.709,41.534,0,0.914,0.002,1597.031,0.007,0,0.03628713734,0,,,
339.772,41.674,0,0.947,0.018,1575.099,0.008,0,0.0414710141,0,,,
339.834,41.796,0,0.988,0.01,1569.006,0.011,0,0.05702264439,0,,,
339.897,41.845,0.006,1.021,-0.007,1586.065,0.008,0,0.0414710141,0,,,
339.959,41.747,0,1.062,0.01,1592.157,0.008,0,0.0414710141,0,,,
340.022,41.455,0,1.094,0.01,1570.225,0.011,0,0.05702264439,0,,,
340.084,41.187,-0.006,1.119,0.01,1573.88,0.01,0,0.05183876763,0,,,
340.147,40.804,-0.006,1.127,0.01,1588.502,0.01,0,0.05183876763,0,,,
340.209,40.329,0,1.135,0.002,1582.41,0.008,0,0.0414710141,0,,,
340.272,40.158,0,1.111,0.002,1565.351,0.01,0,0.05183876763,0,,,
340.335,39.811,-0.006,1.103,0.01,1576.317,0.011,0,0.05702264439,0,,,
340.397,39.507,0,1.078,0.01,1592.157,0.011,0,0.05702264439,0,,,
340.46,39.355,0.006,1.029,0.01,1584.846,0.012,0,0.06220652115,0,,,
340.522,39.081,0,1.012,0.018,1569.006,0.01,0,0.05183876763,0,,,
340.585,38.776,0.012,0.972,0.002,1576.317,0.013,0,0.06739039791,0,,,
340.647,38.624,0,0.906,0.002,1592.157,0.011,0,0.05702264439,0,,,
340.71,38.527,-0.012,0.873,0.01,1586.065,0.012,0,0.06220652115,0,,,
340.772,38.49,0.012,0.824,0.002,1569.006,0.01,0,0.05183876763,0,,,
340.835,39.136,0.006,0.791,0.01,1578.754,0.011,0,0.05702264439,0,,,
340.897,39.422,0,0.775,0.002,1594.594,0.011,0,0.05702264439,0,,,
340.96,39.604,0,0.759,0.002,1590.939,0.011,0,0.05702264439,0,,,
341.023,39.799,-0.006,0.75,0.002,1572.662,0.013,0,0.06739039791,0,,,
341.085,40.116,0,0.742,0.002,1579.973,0.013,0,0.06739039791,0,,,
341.148,40.286,0,0.775,0.01,1594.594,0.013,0,0.06739039791,0,,,
341.21,40.402,0.006,0.775,0.002,1592.157,0.013,0,0.06739039791,0,,,
341.273,40.682,0,0.808,0.01,1571.443,0.013,0,0.06739039791,0,,,
341.335,40.84,0.006,0.816,0.01,1581.191,0.013,0,0.06739039791,0,,,
341.398,40.974,-0.006,0.857,0.002,1595.813,0.011,0,0.05702264439,0,,,
341.46,41.139,0.006,0.873,0.002,1589.72,0.01,0,0.05183876763,0,,,
341.523,41.236,0.012,0.898,0.002,1571.443,0.012,0,0.06220652115,0,,,
341.586,41.157,0,0.931,-0.007,1581.191,0.015,0,0.07775815144,0,,,
341.648,41.005,0,0.939,0.002,1597.031,0.008,0,0.0414710141,0,,,
341.711,41.005,0,0.947,-0.007,1587.283,0.011,0,0.05702264439,0,,,
341.773,40.871,0,0.955,0.002,1569.006,0.01,0,0.05183876763,0,,,
341.836,40.706,0.006,0.963,0.002,1583.628,0.008,0,0.0414710141,0,,,
341.898,40.688,0,0.972,0.01,1599.468,0.008,0,0.0414710141,0,,,
341.961,40.694,0,0.963,0.01,1583.628,0.007,0,0.03628713734,0,,,
342.023,40.499,0.006,0.98,0.01,1565.351,0.01,0,0.05183876763,0,,,
342.086,40.42,0.006,0.955,0.002,1583.628,0.01,0,0.05183876763,0,,,
342.148,40.603,-0.006,0.963,0.002,1598.25,0.008,0,0.0414710141,0,,,
342.211,40.627,0.006,0.939,0.002,1583.628,0.008,0,0.0414710141,0,,,
342.274,40.932,-0.006,0.972,-0.007,1571.443,0.011,0,0.05702264439,0,,,
342.336,41.169,0.006,0.988,0.01,1584.846,0.01,0,0.05183876763,0,,,
342.399,41.321,0.006,1.021,0.018,1599.468,0.01,0,0.05183876763,0,,,
342.461,41.443,0.006,1.045,0.01,1578.754,0.011,0,0.05702264439,0,,,
342.524,41.644,-0.006,1.078,0.002,1572.662,0.011,0,0.05702264439,0,,,
342.586,41.796,0,1.119,0.01,1586.065,0.01,0,0.05183876763,0,,,
342.649,41.814,0,1.144,0.01,1589.72,0.011,0,0.05702264439,0,,,
342.711,41.827,0,1.184,0.01,1566.569,0.008,0,0.0414710141,0,,,
342.774,41.79,0,1.209,0.01,1575.099,0.008,0,0.0414710141,0,,,
342.837,41.626,0,1.242,0.01,1589.72,0.01,0,0.05183876763,0,,,
342.899,41.346,-0.006,1.25,0.01,1581.191,0.011,0,0.05702264439,0,,,
342.962,40.944,0,1.266,0.002,1561.695,0.01,0,0.05183876763,0,,,
343.024,40.542,0,1.258,0.002,1577.536,0.01,0,0.05183876763,0,,,
343.087,40.11,0,1.25,0.002,1592.157,0.008,0,0.0414710141,0,,,
343.149,39.665,0,1.225,0.002,1582.41,0.01,0,0.05183876763,0,,,
343.212,39.282,0,1.193,0.01,1562.914,0.011,0,0.05702264439,0,,,
343.274,38.929,0.012,1.144,0.01,1577.536,0.01,0,0.05183876763,0,,,
343.337,38.6,0,1.103,0.01,1595.813,0.01,0,0.05183876763,0,,,
343.399,38.35,0.006,1.045,0.002,1578.754,0.011,0,0.05702264439,0,,,
343.462,38.234,-0.006,0.972,0.002,1567.788,0.011,0,0.05702264439,0,,,
343.525,38.271,0.006,0.931,0.002,1582.41,0.011,0,0.05702264439,0,,,
343.587,38.758,-0.006,0.898,0.002,1597.031,0.012,0,0.06220652115,0,,,
343.65,39.081,0,0.881,0.01,1579.973,0.016,0,0.0829420282,0,,,
343.712,39.3,0,0.865,0.002,1569.006,0.012,0,0.06220652115,0,,,
343.775,39.513,0.006,0.857,0.01,1583.628,0.011,0,0.05702264439,0,,,
343.837,39.714,0.006,0.857,0.002,1598.25,0.011,0,0.05702264439,0,,,
343.9,39.89,0,0.865,0.002,1578.754,0.011,0,0.05702264439,0,,,
343.962,40.049,0.006,0.873,0.01,1570.225,0.01,0,0.05183876763,0,,,
344.025,40.189,0,0.873,0.002,1586.065,0.012,0,0.06220652115,0,,,
344.088,40.311,0,0.881,0.002,1594.594,0.012,0,0.06220652115,0,,,
344.15,40.384,0,0.89,0.01,1573.88,0.012,0,0.06220652115,0,,,
344.213,40.402,0,0.89,0.002,1572.662,0.011,0,0.05702264439,0,,,
344.275,40.396,0,0.89,0.018,1587.283,0.011,0,0.05702264439,0,,,
344.338,40.378,0,0.906,0.01,1586.065,0.011,0,0.05702264439,0,,,
344.4,40.359,0,0.906,0.002,1565.351,0.011,0,0.05702264439,0,,,
344.463,40.329,0,0.898,0.018,1576.317,0.012,0,0.06220652115,0,,,
344.525,40.305,0,0.906,0.002,1590.939,0.01,0,0.05183876763,0,,,
344.588,40.28,0,0.898,-0.007,1578.754,0.011,0,0.05702264439,0,,,
344.65,40.268,0.006,0.89,0.01,1560.477,0.01,0,0.05183876763,0,,,
344.713,40.244,-0.006,0.89,0.01,1579.973,0.008,0,0.0414710141,0,,,
344.776,40.195,0,0.89,0.01,1592.157,0.008,0,0.0414710141,0,,,
344.838,40.146,0.006,0.89,0.002,1578.754,0.008,0,0.0414710141,0,,,
344.901,40.116,-0.006,0.865,-0.007,1564.132,0.007,0,0.03628713734,0,,,
344.963,40.219,0,0.881,0.01,1582.41,0.01,0,0.05183876763,0,,,
345.026,40.353,0,0.881,0.018,1593.376,0.008,0,0.0414710141,0,,,
345.088,40.81,0,0.914,0.002,1572.662,0.011,0,0.05702264439,0,,,
345.151,40.95,0.006,0.939,-0.007,1569.006,0.008,0,0.0414710141,0,,,
345.213,41.108,0.006,0.972,0.01,1583.628,0.008,0,0.0414710141,0,,,
345.276,41.26,-0.006,1.004,0.002,1589.72,0.012,0,0.06220652115,0,,,
345.339,41.376,0.006,1.029,0.01,1571.443,0.008,0,0.0414710141,0,,,
345.401,41.455,0,1.053,-0.007,1570.225,0.01,0,0.05183876763,0,,,
345.464,41.486,0,1.086,0.01,1587.283,0.011,0,0.05702264439,0,,,
345.526,41.473,0,1.103,-0.007,1586.065,0.011,0,0.05702264439,0,,,
345.589,41.346,0,1.135,0.01,1564.132,0.01,0,0.05183876763,0,,,
345.651,41.102,-0.006,1.144,0.002,1573.88,0.012,0,0.06220652115,0,,,
345.714,40.81,0,1.152,0.018,1588.502,0.011,0,0.05702264439,0,,,
345.776,40.451,0.006,1.135,0.002,1581.191,0.012,0,0.06220652115,0,,,
345.839,40.061,0,1.135,0.01,1561.695,0.01,0,0.05183876763,0,,,
345.901,39.677,0,1.111,0.01,1578.754,0.011,0,0.05702264439,0,,,
345.964,39.349,0.006,1.078,0.002,1589.72,0.012,0,0.06220652115,0,,,
346.027,39.038,0,1.037,0.01,1581.191,0.012,0,0.06220652115,0,,,
346.089,38.758,0,1.004,0.002,1560.477,0.012,0,0.06220652115,0,,,
346.152,38.496,0,0.963,0.01,1578.754,0.012,0,0.06220652115,0,,,
346.214,38.259,0.006,0.914,-0.007,1594.594,0.01,0,0.05183876763,0,,,
346.277,38.192,0.006,0.881,0.01,1581.191,0.012,0,0.06220652115,0,,,
346.339,38.216,0,0.857,0.002,1565.351,0.011,0,0.05702264439,0,,,
346.402,38.922,0.006,0.832,0.002,1582.41,0.01,0,0.05183876763,0,,,
346.464,39.19,0,0.832,0.01,1593.376,0.011,0,0.05702264439,0,,,
346.527,39.416,0,0.808,0.002,1579.973,0.01,0,0.05183876763,0,,,
346.59,39.635,0,0.808,0.002,1569.006,0.01,0,0.05183876763,0,,,
346.652,39.842,0.012,0.808,0.002,1582.41,0.01,0,0.05183876763,0,,,
346.715,40.055,0,0.816,0.018,1597.031,0.011,0,0.05702264439,0,,,
346.777,40.238,0.012,0.816,0.01,1576.317,0.011,0,0.05702264439,0,,,
346.84,40.384,0,0.832,-0.007,1570.225,0.011,0,0.05702264439,0,,,
346.902,40.505,0.006,0.84,0.01,1584.846,0.008,0,0.0414710141,0,,,
346.965,40.591,0,0.849,0.002,1595.813,0.01,0,0.05183876763,0,,,
347.027,40.652,0.006,0.849,0.002,1571.443,0.01,0,0.05183876763,0,,,
347.09,40.615,-0.006,0.865,0.002,1573.88,0.011,0,0.05702264439,0,,,
347.152,40.542,0.006,0.881,-0.007,1588.502,0.008,0,0.0414710141,0,,,
347.215,40.469,0,0.873,-0.007,1587.283,0.008,0,0.0414710141,0,,,
347.278,40.39,-0.006,0.873,0.002,1566.569,0.011,0,0.05702264439,0,,,
347.34,40.335,0,0.865,0.002,1575.099,0.008,0,0.0414710141,0,,,
347.403,40.305,0.006,0.873,0.01,1590.939,0.007,0,0.03628713734,0,,,
347.465,40.256,0.006,0.881,0.01,1582.41,0.01,0,0.05183876763,0,,,
347.528,40.231,-0.006,0.881,0.01,1561.695,0.01,0,0.05183876763,0,,,
347.59,40.201,0.006,0.898,0.002,1577.536,0.01,0,0.05183876763,0,,,
347.653,40.189,0,0.906,0.01,1593.376,0.008,0,0.0414710141,0,,,
347.715,40.25,0,0.914,0.002,1586.065,0.01,0,0.05183876763,0,,,
347.778,40.359,0,0.922,0.002,1565.351,0.008,0,0.0414710141,0,,,
347.841,40.81,0.006,0.931,0.01,1578.754,0.008,0,0.0414710141,0,,,
347.903,40.999,0,0.963,-0.007,1595.813,0.01,0,0.05183876763,0,,,
347.966,41.26,0,0.98,0.002,1576.317,0.01,0,0.05183876763,0,,,
348.028,41.443,0.006,1.012,0.01,1570.225,0.008,0,0.0414710141,0,,,
348.091,41.583,0.006,1.037,0.002,1584.846,0.008,0,0.0414710141,0,,,
348.153,41.76,-0.012,1.07,0.01,1588.502,0.008,0,0.0414710141,0,,,
348.216,41.808,0,1.111,0.002,1566.569,0.008,0,0.0414710141,0,,,
348.278,41.754,0,1.144,0.01,1570.225,0.007,0,0.03628713734,0,,,
348.341,41.559,0.006,1.16,0.002,1584.846,0.008,0,0.0414710141,0,,,
348.403,41.242,-0.006,1.184,0.01,1579.973,0.008,0,0.0414710141,0,,,
348.466,40.871,0,1.176,0.002,1561.695,0.008,0,0.0414710141,0,,,
348.529,40.487,0,1.176,0.002,1573.88,0.008,0,0.0414710141,0,,,
348.591,40.152,0,1.16,0.01,1588.502,0.01,0,0.05183876763,0,,,
348.654,39.836,0,1.144,0.01,1578.754,0.011,0,0.05702264439,0,,,
348.716,39.55,0,1.119,0.01,1555.603,0.012,0,0.06220652115,0,,,
348.779,39.251,0,1.094,0.01,1575.099,0.01,0,0.05183876763,0,,,
348.841,39.032,-0.006,1.078,0.002,1592.157,0.011,0,0.05702264439,0,,,
348.904,38.819,0.012,1.045,0.002,1576.317,0.012,0,0.06220652115,0,,,
348.966,38.63,0.006,1.021,0.01,1564.132,0.01,0,0.05183876763,0,,,
349.029,38.484,0,0.972,0.002,1579.973,0.013,0,0.06739039791,0,,,
349.092,38.466,0.012,0.939,0.01,1588.502,0.013,0,0.06739039791,0,,,
349.154,39.172,0.006,0.906,0.01,1569.006,0.016,0,0.0829420282,0,,,
349.217,39.154,0,0.89,0.01,1567.788,0.013,0,0.06739039791,0,,,
349.279,39.489,0,0.881,0.01,1584.846,0.01,0,0.05183876763,0,,,
349.342,39.708,0.006,0.857,0.01,1582.41,0.011,0,0.05702264439,0,,,
349.404,39.897,-0.006,0.865,0.01,1561.695,0.011,0,0.05702264439,0,,,
349.467,40.195,0,0.865,-0.007,1570.225,0.012,0,0.06220652115,0,,,
349.529,40.39,-0.006,0.865,0.018,1587.283,0.01,0,0.05183876763,0,,,
349.592,40.597,0,0.865,-0.015,1576.317,0.01,0,0.05183876763,0,,,
349.654,40.767,0.006,0.898,0.01,1550.729,0.012,0,0.06220652115,0,,,
349.717,40.974,0,0.906,0.002,1573.88,0.008,0,0.0414710141,0,,,
349.78,41.047,0.006,0.914,0.01,1592.157,0.011,0,0.05702264439,0,,,
349.842,41.09,0,0.939,0.01,1575.099,0.008,0,0.0414710141,0,,,
349.905,41.224,0.006,0.955,0.002,1561.695,0.01,0,0.05183876763,0,,,
349.967,41.114,0.006,0.972,0.002,1579.973,0.007,0,0.03628713734,0,,,
350.03,40.932,0,0.98,0.01,1590.939,0.006,0,0.03110326058,0,,,
350.092,40.731,0.006,1.004,0.002,1570.225,0.008,0,0.0414710141,0,,,
350.155,40.81,0,1.012,0.002,1567.788,0.008,0,0.0414710141,0,,,
350.217,40.566,0.006,1.021,-0.007,1582.41,0.01,0,0.05183876763,0,,,
350.28,40.457,0,1.037,0.002,1583.628,0.007,0,0.03628713734,0,,,
350.343,40.499,0,1.037,0.01,1564.132,0.008,0,0.0414710141,0,,,
350.405,40.378,0,1.053,-0.007,1571.443,0.008,0,0.0414710141,0,,,
350.468,40.359,0.006,1.053,-0.007,1586.065,0.006,0,0.03110326058,0,,,
350.53,40.438,0,1.07,0.01,1577.536,0.008,0,0.0414710141,0,,,
350.593,40.907,0,1.07,0.002,1558.04,0.01,0,0.05183876763,0,,,
350.655,41.041,0.006,1.086,0.002,1573.88,0.008,0,0.0414710141,0,,,
350.718,41.187,0,1.086,0.002,1592.157,0.008,0,0.0414710141,0,,,
350.78,41.449,0.006,1.111,0.01,1582.41,0.01,0,0.05183876763,0,,,
350.843,41.595,0.006,1.152,0.01,1560.477,0.006,0,0.03110326058,0,,,
350.905,41.723,0.006,1.168,-0.007,1576.317,0.011,0,0.05702264439,0,,,
350.968,41.772,0,1.201,0.01,1593.376,0.012,0,0.06220652115,0,,,
351.031,41.869,0.012,1.225,0.018,1577.536,0.013,0,0.06739039791,0,,,
351.093,41.796,0,1.242,0.01,1565.351,0.012,0,0.06220652115,0,,,
351.156,41.613,0.006,1.25,0.002,1581.191,0.013,0,0.06739039791,0,,,
351.218,41.346,0,1.275,0.01,1590.939,0.013,0,0.06739039791,0,,,
351.281,40.999,0,1.283,0.01,1572.662,0.013,0,0.06739039791,0,,,
351.343,40.56,0,1.283,0.002,1569.006,0.013,0,0.06739039791,0,,,
351.406,40.116,0.012,1.275,0.01,1583.628,0.015,0,0.07775815144,0,,,
351.468,39.69,-0.006,1.258,0.01,1584.846,0.015,0,0.07775815144,0,,,
351.531,39.282,0.006,1.225,0.01,1565.351,0.016,0,0.0829420282,0,,,
351.594,38.892,0.006,1.184,0.01,1571.443,0.012,0,0.06220652115,0,,,
351.656,38.612,0,1.152,0.01,1588.502,0.013,0,0.06739039791,0,,,
351.719,38.332,0.006,1.111,0.002,1583.628,0.012,0,0.06220652115,0,,,
351.781,38.192,0,1.062,-0.007,1565.351,0.013,0,0.06739039791,0,,,
351.844,38.192,0,1.012,-0.007,1575.099,0.01,0,0.05183876763,0,,,
351.906,40.158,0,0.972,0.002,1590.939,0.01,0,0.05183876763,0,,,
351.969,39.026,0.006,0.931,0.01,1582.41,0.012,0,0.06220652115,0,,,
352.031,39.263,0,0.922,0.01,1564.132,0.011,0,0.05702264439,0,,,
352.094,39.489,0,0.898,0.002,1577.536,0.011,0,0.05702264439,0,,,
352.156,39.696,-0.006,0.898,0.018,1592.157,0.01,0,0.05183876763,0,,,
352.219,39.897,0.006,0.881,0.002,1579.973,0.011,0,0.05702264439,0,,,
352.282,40.073,0.006,0.873,-0.007,1562.914,0.01,0,0.05183876763,0,,,
352.344,40.213,0,0.865,0.002,1578.754,0.008,0,0.0414710141,0,,,
352.407,40.347,-0.006,0.865,0.002,1594.594,0.006,0,0.03110326058,0,,,
352.469,40.432,0.006,0.865,-0.007,1579.973,0.007,0,0.03628713734,0,,,
352.532,40.438,0.006,0.865,0.01,1566.569,0.008,0,0.0414710141,0,,,
352.594,40.402,0,0.881,-0.007,1582.41,0.008,0,0.0414710141,0,,,
352.657,40.378,0.006,0.881,0.002,1597.031,0.01,0,0.05183876763,0,,,
352.719,40.359,0.006,0.89,0.002,1581.191,0.01,0,0.05183876763,0,,,
352.782,40.323,-0.006,0.906,-0.007,1570.225,0.01,0,0.05183876763,0,,,
352.845,40.305,-0.006,0.914,0.002,1583.628,0.007,0,0.03628713734,0,,,
352.907,40.274,0,0.922,0.002,1594.594,0.01,0,0.05183876763,0,,,
352.97,40.25,0,0.922,0.01,1576.317,0.011,0,0.05702264439,0,,,
353.032,40.225,0,0.931,0.002,1571.443,0.011,0,0.05702264439,0,,,
353.095,40.195,-0.012,0.914,0.01,1586.065,0.01,0,0.05183876763,0,,,
353.157,40.14,0,0.914,0.002,1592.157,0.01,0,0.05183876763,0,,,
353.22,40.122,0,0.922,0.01,1572.662,0.01,0,0.05183876763,0,,,
353.282,40.201,0,0.914,0.002,1572.662,0.01,0,0.05183876763,0,,,
353.345,40.323,-0.006,0.914,0.002,1588.502,0.008,0,0.0414710141,0,,,
353.407,40.816,0.012,0.914,0.01,1582.41,0.011,0,0.05702264439,0,,,
353.47,40.986,0.012,0.931,0.002,1564.132,0.01,0,0.05183876763,0,,,
353.533,41.145,0,0.963,0.01,1576.317,0.01,0,0.05183876763,0,,,
353.595,41.321,0.006,0.963,0.002,1589.72,0.011,0,0.05702264439,0,,,
353.658,41.443,-0.006,0.98,0.002,1579.973,0.013,0,0.06739039791,0,,,
353.72,41.54,0,0.996,0.002,1561.695,0.013,0,0.06739039791,0,,,
353.783,41.571,0,1.021,0.01,1577.536,0.011,0,0.05702264439,0,,,
353.845,41.54,0,1.045,0.002,1594.594,0.012,0,0.06220652115,0,,,
353.908,41.419,-0.006,1.086,0.01,1577.536,0.012,0,0.06220652115,0,,,
353.97,41.181,-0.006,1.103,-0.007,1564.132,0.013,0,0.06739039791,0,,,
354.033,40.895,0,1.119,-0.007,1581.191,0.012,0,0.06220652115,0,,,
354.096,40.548,0,1.119,0.002,1589.72,0.011,0,0.05702264439,0,,,
354.158,40.122,0,1.119,0.01,1566.569,0.013,0,0.06739039791,0,,,
354.221,39.75,0.006,1.111,0.01,1570.225,0.013,0,0.06739039791,0,,,
354.283,39.391,-0.006,1.086,0.01,1584.846,0.012,0,0.06220652115,0,,,
354.346,39.093,0,1.045,0.002,1582.41,0.013,0,0.06739039791,0,,,
354.408,38.807,0,1.012,0.002,1560.477,0.011,0,0.05702264439,0,,,
