Time (ms),Ch1 V,Ch2 V,Ch1 A,Ch2 A,RPM,Torque,range,J,,,,
20.579,41.486,0,1.078,0.002,1576.317,0.015,0,0.07775815144,0,,,
20.641,41.492,-0.006,1.119,0.002,1587.283,0.016,0,0.0829420282,0,,,
20.704,41.4,0,1.135,-0.007,1603.124,0.015,0,0.07775815144,0,,,
20.767,41.157,0,1.16,0.01,1593.376,0.012,0,0.06220652115,0,,,
20.829,40.877,0.006,1.168,0.002,1575.099,0.012,0,0.06220652115,0,,,
20.892,40.542,0,1.16,0.01,1587.283,0.015,0,0.07775815144,0,,,
20.954,40.14,0,1.168,0.002,1603.124,0.012,0,0.06220652115,0,,,
21.017,39.726,0.006,1.135,-0.007,1593.376,0.013,0,0.06739039791,0,,,
21.079,39.41,0.006,1.119,-0.007,1576.317,0.012,0,0.06220652115,0,,,
21.142,39.117,0.006,1.086,0.01,1584.846,0.013,0,0.06739039791,0,,,
21.204,38.807,-0.006,1.037,0.002,1600.687,0.011,0,0.05702264439,0,,,
21.267,38.563,0,0.996,0.002,1593.376,0.012,0,0.06220652115,0,,,
21.33,38.32,0,0.947,-0.007,1577.536,0.01,0,0.05183876763,0,,,
21.392,38.241,0,0.898,0.01,1586.065,0.012,0,0.06220652115,0,,,
21.455,38.21,0,0.849,0.01,1600.687,0.011,0,0.05702264439,0,,,
21.517,38.886,0.006,0.84,0.01,1590.939,0.011,0,0.05702264439,0,,,
21.58,39.142,0,0.816,0.002,1575.099,0.011,0,0.05702264439,0,,,
21.642,39.343,0,0.8,0.002,1587.283,0.011,0,0.05702264439,0,,,
21.705,39.537,0.006,0.8,0.002,1599.468,0.007,0,0.03628713734,0,,,
21.767,39.757,0,0.8,0.01,1590.939,0.008,0,0.0414710141,0,,,
21.83,39.982,0.006,0.808,0.01,1571.443,0.008,0,0.0414710141,0,,,
21.892,40.171,0.006,0.808,0.002,1584.846,0.012,0,0.06220652115,0,,,
21.955,40.317,0.006,0.824,0.002,1599.468,0.008,0,0.0414710141,0,,,
22.018,40.438,0,0.84,0.002,1588.502,0.008,0,0.0414710141,0,,,
22.08,40.53,0.006,0.865,0.01,1571.443,0.01,0,0.05183876763,0,,,
22.143,40.591,0,0.849,0.002,1587.283,0.01,0,0.05183876763,0,,,
22.205,40.585,0.006,0.881,0.01,1601.905,0.008,0,0.0414710141,0,,,
22.268,40.493,0,0.898,0.002,1587.283,0.01,0,0.05183876763,0,,,
22.33,40.432,-0.006,0.89,0.002,1569.006,0.01,0,0.05183876763,0,,,
22.393,40.378,-0.006,0.898,-0.007,1586.065,0.011,0,0.05702264439,0,,,
22.455,40.335,0,0.881,-0.007,1603.124,0.01,0,0.05183876763,0,,,
22.518,40.256,0,0.898,0.002,1589.72,0.011,0,0.05702264439,0,,,
22.581,40.311,0.006,0.881,0.01,1567.788,0.01,0,0.05183876763,0,,,
22.643,40.286,0,0.898,0.01,1588.502,0.008,0,0.0414710141,0,,,
22.706,40.164,-0.006,0.881,0.01,1601.905,0.011,0,0.05702264439,0,,,
22.768,40.238,0.006,0.881,0.002,1587.283,0.011,0,0.05702264439,0,,,
22.831,40.213,0,0.881,0.002,1571.443,0.013,0,0.06739039791,0,,,
22.893,40.286,0.006,0.898,0.002,1588.502,0.012,0,0.06220652115,0,,,
22.956,40.773,0.006,0.914,0.01,1601.905,0.011,0,0.05702264439,0,,,
23.018,40.95,0.006,0.939,0.01,1588.502,0.015,0,0.07775815144,0,,,
23.081,41.078,-0.006,0.963,0.01,1573.88,0.012,0,0.06220652115,0,,,
23.143,41.4,0.012,1.004,0.01,1587.283,0.011,0,0.05702264439,0,,,
23.206,41.601,0.006,1.037,0.01,1603.124,0.012,0,0.06220652115,0,,,
23.269,41.723,0.006,1.07,-0.007,1587.283,0.011,0,0.05702264439,0,,,
23.331,41.674,0,1.111,0.018,1573.88,0.011,0,0.05702264439,0,,,
23.394,41.778,0.006,1.135,0.002,1590.939,0.012,0,0.06220652115,0,,,
23.456,41.644,0.006,1.16,0.01,1601.905,0.011,0,0.05702264439,0,,,
23.519,41.266,0,1.176,-0.007,1588.502,0.011,0,0.05702264439,0,,,
23.581,40.938,0,1.193,-0.007,1573.88,0.011,0,0.05702264439,0,,,
23.644,40.536,0,1.184,0.002,1590.939,0.011,0,0.05702264439,0,,,
23.706,40.098,0,1.184,-0.007,1603.124,0.01,0,0.05183876763,0,,,
23.769,39.86,0,1.152,0.01,1586.065,0.011,0,0.05702264439,0,,,
23.832,39.61,0,1.119,0.002,1575.099,0.01,0,0.05183876763,0,,,
23.894,39.324,-0.006,1.103,0.002,1589.72,0.011,0,0.05702264439,0,,,
23.957,39.129,-0.006,1.062,0.002,1603.124,0.01,0,0.05183876763,0,,,
24.019,38.959,-0.006,1.029,0.002,1586.065,0.01,0,0.05183876763,0,,,
24.082,38.648,0,0.988,-0.007,1575.099,0.01,0,0.05183876763,0,,,
24.144,38.375,0.006,0.963,-0.007,1590.939,0.01,0,0.05183876763,0,,,
24.207,38.454,-0.006,0.914,-0.007,1604.342,0.01,0,0.05183876763,0,,,
24.269,38.508,0,0.881,0.002,1586.065,0.008,0,0.0414710141,0,,,
24.332,39.154,0,0.881,0.002,1578.754,0.011,0,0.05702264439,0,,,
24.394,39.403,0,0.881,0.002,1590.939,0.008,0,0.0414710141,0,,,
24.457,39.683,0,0.865,0.002,1601.905,0.011,0,0.05702264439,0,,,
24.52,39.897,0,0.873,0.01,1582.41,0.01,0,0.05183876763,0,,,
24.582,40.098,0,0.865,0.01,1576.317,0.011,0,0.05702264439,0,,,
24.645,40.378,0.006,0.873,0.002,1592.157,0.007,0,0.03628713734,0,,,
24.707,40.597,0,0.89,-0.007,1598.25,0.007,0,0.03628713734,0,,,
24.77,40.719,0.006,0.89,0.002,1577.536,0.01,0,0.05183876763,0,,,
24.832,40.828,0,0.914,0.002,1577.536,0.01,0,0.05183876763,0,,,
24.895,41.078,-0.006,0.922,-0.007,1590.939,0.01,0,0.05183876763,0,,,
24.957,41.114,0,0.939,-0.007,1594.594,0.007,0,0.03628713734,0,,,
25.02,41.096,0,0.963,-0.007,1578.754,0.01,0,0.05183876763,0,,,
25.083,41.169,0,0.996,0.002,1579.973,0.008,0,0.0414710141,0,,,
25.145,41.053,0,0.988,0.01,1594.594,0.008,0,0.0414710141,0,,,
25.208,40.834,-0.006,0.988,0.01,1592.157,0.008,0,0.0414710141,0,,,
25.27,40.7,0,0.988,0.002,1572.662,0.008,0,0.0414710141,0,,,
25.333,40.737,0.006,1.004,0.01,1578.754,0.01,0,0.05183876763,0,,,
25.395,40.554,0.006,1.021,-0.007,1594.594,0.01,0,0.05183876763,0,,,
25.458,40.445,0.006,1.029,0.01,1588.502,0.011,0,0.05702264439,0,,,
25.52,40.408,0.006,1.021,0.01,1570.225,0.008,0,0.0414710141,0,,,
25.583,40.451,0.006,1.029,0.01,1581.191,0.008,0,0.0414710141,0,,,
25.645,40.463,0,1.045,0.01,1598.25,0.01,0,0.05183876763,0,,,
25.708,40.578,-0.006,1.045,0.01,1584.846,0.013,0,0.06739039791,0,,,
25.771,41.053,0.006,1.078,0.01,1566.569,0.012,0,0.06220652115,0,,,
25.833,41.187,0,1.086,0.002,1582.41,0.013,0,0.06739039791,0,,,
25.896,41.358,0,1.119,0.01,1597.031,0.013,0,0.06739039791,0,,,
25.958,41.553,0,1.152,-0.007,1588.502,0.013,0,0.06739039791,0,,,
26.021,41.766,-0.006,1.168,0.01,1572.662,0.016,0,0.0829420282,0,,,
26.083,41.833,0,1.193,0.002,1583.628,0.011,0,0.05702264439,0,,,
26.146,41.851,0,1.217,0.01,1598.25,0.011,0,0.05702264439,0,,,
26.208,41.845,-0.006,1.25,0.01,1582.41,0.013,0,0.06739039791,0,,,
26.271,41.723,0,1.266,0.01,1571.443,0.013,0,0.06739039791,0,,,
26.334,41.516,0,1.291,0.01,1584.846,0.011,0,0.05702264439,0,,,
26.396,41.151,0.006,1.299,0.01,1598.25,0.012,0,0.06220652115,0,,,
26.459,40.767,0.012,1.291,0.002,1581.191,0.013,0,0.06739039791,0,,,
26.521,40.329,-0.012,1.275,-0.007,1572.662,0.011,0,0.05702264439,0,,,
26.584,39.866,0.006,1.258,0.002,1587.283,0.012,0,0.06220652115,0,,,
26.646,39.44,0,1.225,-0.007,1597.031,0.012,0,0.06220652115,0,,,
26.709,39.056,0,1.201,0.002,1577.536,0.013,0,0.06739039791,0,,,
26.771,38.715,0,1.16,0.01,1575.099,0.012,0,0.06220652115,0,,,
26.834,38.405,0.006,1.127,0.002,1588.502,0.011,0,0.05702264439,0,,,
26.896,38.198,0.006,1.062,0.002,1595.813,0.008,0,0.0414710141,0,,,
26.959,38.192,0.006,1.045,0.01,1576.317,0.008,0,0.0414710141,0,,,
27.022,38.216,-0.006,0.988,0.002,1573.88,0.01,0,0.05183876763,0,,,
27.084,38.947,0,0.963,0.01,1589.72,0.008,0,0.0414710141,0,,,
27.147,39.209,0,0.939,0.002,1592.157,0.007,0,0.03628713734,0,,,
27.209,39.434,0.006,0.914,0.002,1571.443,0.007,0,0.03628713734,0,,,
27.272,39.653,0.006,0.914,0.01,1576.317,0.006,0,0.03110326058,0,,,
27.334,39.854,0,0.898,0.002,1590.939,0.006,0,0.03110326058,0,,,
27.397,40.024,-0.006,0.89,0.002,1588.502,0.006,0,0.03110326058,0,,,
27.459,40.171,0,0.898,0.018,1569.006,0.007,0,0.03628713734,0,,,
27.522,40.286,0,0.881,0.002,1579.973,0.007,0,0.03628713734,0,,,
27.585,40.402,0,0.881,-0.007,1593.376,0.008,0,0.0414710141,0,,,
27.647,40.451,0.006,0.89,0.002,1587.283,0.008,0,0.0414710141,0,,,
27.71,40.445,0.006,0.89,0.01,1570.225,0.008,0,0.0414710141,0,,,
27.772,40.451,0,0.898,0.01,1579.973,0.01,0,0.05183876763,0,,,
27.835,40.408,0,0.89,-0.007,1595.813,0.01,0,0.05183876763,0,,,
27.897,40.359,0.006,0.898,0.002,1583.628,0.012,0,0.06220652115,0,,,
27.96,40.305,0,0.898,0.002,1565.351,0.012,0,0.06220652115,0,,,
28.022,40.262,0.012,0.914,0.002,1581.191,0.011,0,0.05702264439,0,,,
28.085,40.274,0,0.906,-0.007,1598.25,0.012,0,0.06220652115,0,,,
28.147,40.231,0,0.922,0.01,1587.283,0.015,0,0.07775815144,0,,,
28.21,40.189,-0.012,0.931,0.002,1572.662,0.018,0,0.09330978173,0,,,
28.273,40.152,0.012,0.922,0.002,1583.628,0.015,0,0.07775815144,0,,,
28.335,40.098,0,0.922,0.01,1599.468,0.013,0,0.06739039791,0,,,
28.398,40.201,0,0.922,0.01,1583.628,0.013,0,0.06739039791,0,,,
28.46,40.292,0.006,0.922,0.01,1570.225,0.015,0,0.07775815144,0,,,
28.523,40.761,0,0.922,0.01,1584.846,0.013,0,0.06739039791,0,,,
28.585,40.932,0,0.947,-0.007,1599.468,0.016,0,0.0829420282,0,,,
28.648,41.096,0.006,0.955,0.002,1579.973,0.015,0,0.07775815144,0,,,
28.71,41.254,0,0.98,0.018,1571.443,0.013,0,0.06739039791,0,,,
28.773,41.37,0,0.98,0.002,1584.846,0.011,0,0.05702264439,0,,,
28.836,41.498,0,1.029,0.01,1593.376,0.011,0,0.05702264439,0,,,
28.898,41.534,0,1.045,0.01,1575.099,0.013,0,0.06739039791,0,,,
28.961,41.553,0.006,1.062,0.01,1573.88,0.012,0,0.06220652115,0,,,
29.023,41.473,0.006,1.07,0.01,1588.502,0.012,0,0.06220652115,0,,,
29.086,41.266,0,1.086,0.01,1589.72,0.011,0,0.05702264439,0,,,
29.148,40.962,0,1.103,0.002,1571.443,0.012,0,0.06220652115,0,,,
29.211,40.621,0.006,1.103,-0.007,1576.317,0.011,0,0.05702264439,0,,,
29.273,40.207,0.006,1.103,0.002,1589.72,0.01,0,0.05183876763,0,,,
29.336,39.83,0.006,1.086,0.01,1586.065,0.01,0,0.05183876763,0,,,
29.398,39.47,0.006,1.078,0.002,1569.006,0.01,0,0.05183876763,0,,,
29.461,39.142,0,1.053,0.002,1576.317,0.011,0,0.05702264439,0,,,
29.524,38.837,0.006,1.012,-0.007,1592.157,0.008,0,0.0414710141,0,,,
29.586,38.582,0,0.98,0.01,1584.846,0.008,0,0.0414710141,0,,,
29.649,38.387,0,0.931,0.002,1565.351,0.007,0,0.03628713734,0,,,
29.711,38.234,0,0.881,-0.007,1579.973,0.006,0,0.03110326058,0,,,
29.774,38.222,-0.006,0.84,-0.015,1593.376,0.006,0,0.03110326058,0,,,
29.836,38.819,0,0.808,0.018,1583.628,0.011,0,0.05702264439,0,,,
29.899,39.142,0,0.783,0.01,1565.351,0.008,0,0.0414710141,0,,,
29.961,39.336,0.006,0.767,0.01,1581.191,0.01,0,0.05183876763,0,,,
30.024,39.604,0,0.75,0.01,1597.031,0.01,0,0.05183876763,0,,,
30.087,39.89,0,0.734,0.01,1582.41,0.01,0,0.05183876763,0,,,
30.149,40.073,0.006,0.742,0.01,1565.351,0.01,0,0.05183876763,0,,,
30.212,40.164,-0.006,0.742,0.002,1583.628,0.01,0,0.05183876763,0,,,
30.274,40.396,0,0.734,0.002,1595.813,0.011,0,0.05702264439,0,,,
30.337,40.652,0.006,0.742,0.01,1584.846,0.011,0,0.05702264439,0,,,
30.399,40.676,0.006,0.75,-0.007,1565.351,0.011,0,0.05702264439,0,,,
30.462,40.627,0,0.767,0.01,1582.41,0.011,0,0.05702264439,0,,,
30.524,40.688,0,0.783,0.002,1598.25,0.011,0,0.05702264439,0,,,
30.587,40.664,0.006,0.791,0.01,1587.283,0.015,0,0.07775815144,0,,,
30.649,40.396,0.006,0.808,0.002,1562.914,0.013,0,0.06739039791,0,,,
30.712,40.432,0,0.816,0.018,1583.628,0.012,0,0.06220652115,0,,,
30.775,40.426,0,0.84,0.002,1599.468,0.013,0,0.06739039791,0,,,
30.837,40.323,0,0.857,0.01,1589.72,0.012,0,0.06220652115,0,,,
30.9,40.195,0.006,0.849,0.018,1566.569,0.012,0,0.06220652115,0,,,
30.962,40.329,0.006,0.849,0.01,1583.628,0.013,0,0.06739039791,0,,,
31.025,40.341,0,0.857,0.01,1600.687,0.013,0,0.06739039791,0,,,
31.087,40.189,0,0.857,0.002,1588.502,0.013,0,0.06739039791,0,,,
31.15,40.14,0,0.849,0.002,1569.006,0.015,0,0.07775815144,0,,,
31.212,40.402,0,0.857,0.002,1584.846,0.012,0,0.06220652115,0,,,
31.275,40.974,0,0.865,0.01,1600.687,0.012,0,0.06220652115,0,,,
31.338,40.895,0,0.881,0.01,1588.502,0.01,0,0.05183876763,0,,,
31.4,41.199,0,0.89,0.002,1562.914,0.012,0,0.06220652115,0,,,
31.463,41.577,0,0.914,0.002,1587.283,0.012,0,0.06220652115,0,,,
31.525,41.559,-0.006,0.955,0.01,1601.905,0.011,0,0.05702264439,0,,,
31.588,41.607,0.012,0.98,0.01,1592.157,0.012,0,0.06220652115,0,,,
31.65,41.936,0.006,0.996,0.01,1570.225,0.011,0,0.05702264439,0,,,
31.713,41.936,0.006,1.021,0.01,1588.502,0.011,0,0.05702264439,0,,,
31.775,41.687,0.006,1.053,0.01,1601.905,0.011,0,0.05702264439,0,,,
31.838,41.413,0,1.078,0.002,1587.283,0.012,0,0.06220652115,0,,,
31.9,41.126,0,1.094,0.002,1575.099,0.01,0,0.05183876763,0,,,
31.963,40.658,0,1.103,0.01,1588.502,0.011,0,0.05702264439,0,,,
32.026,40.207,0,1.111,0.01,1601.905,0.011,0,0.05702264439,0,,,
32.088,40.012,0,1.103,0.01,1584.846,0.012,0,0.06220652115,0,,,
32.151,39.732,0.006,1.078,-0.007,1573.88,0.012,0,0.06220652115,0,,,
32.213,39.41,0,1.062,-0.007,1588.502,0.01,0,0.05183876763,0,,,
32.276,39.129,0,1.021,0.002,1598.25,0.01,0,0.05183876763,0,,,
32.338,38.971,0.006,1.004,0.002,1577.536,0.008,0,0.0414710141,0,,,
32.401,38.728,0,0.963,0.002,1577.536,0.01,0,0.05183876763,0,,,
32.463,38.533,0.006,0.922,0.01,1588.502,0.01,0,0.05183876763,0,,,
32.526,38.539,-0.006,0.89,0.01,1593.376,0.01,0,0.05183876763,0,,,
32.589,38.594,0,0.84,-0.007,1571.443,0.008,0,0.0414710141,0,,,
32.651,39.19,0,0.808,-0.007,1577.536,0.01,0,0.05183876763,0,,,
32.714,39.361,0,0.791,0.002,1590.939,0.01,0,0.05183876763,0,,,
32.776,39.708,0.006,0.775,0.01,1589.72,0.01,0,0.05183876763,0,,,
32.839,39.964,-0.006,0.759,0.002,1570.225,0.01,0,0.05183876763,0,,,
32.901,40.201,0,0.759,0.002,1578.754,0.012,0,0.06220652115,0,,,
32.964,40.475,0,0.759,0.01,1593.376,0.01,0,0.05183876763,0,,,
33.026,40.682,0,0.775,0.002,1586.065,0.01,0,0.05183876763,0,,,
33.089,40.755,0.006,0.783,0.01,1566.569,0.012,0,0.06220652115,0,,,
33.151,40.81,0.006,0.816,0.002,1579.973,0.012,0,0.06220652115,0,,,
33.214,41.053,0,0.832,0.002,1594.594,0.012,0,0.06220652115,0,,,
33.277,41.157,0.012,0.881,0.002,1584.846,0.015,0,0.07775815144,0,,,
33.339,41.163,0,0.898,0.002,1565.351,0.015,0,0.07775815144,0,,,
33.402,41.163,0,0.931,0.01,1582.41,0.015,0,0.07775815144,0,,,
33.464,41.12,0.006,0.947,0.01,1595.813,0.015,0,0.07775815144,0,,,
33.527,40.852,0.006,0.955,0.01,1583.628,0.015,0,0.07775815144,0,,,
33.589,40.725,0,0.988,0.01,1565.351,0.012,0,0.06220652115,0,,,
33.652,40.712,0,0.98,-0.007,1583.628,0.013,0,0.06739039791,0,,,
33.714,40.676,0,0.988,0.002,1594.594,0.013,0,0.06739039791,0,,,
33.777,40.481,0,0.988,-0.007,1586.065,0.015,0,0.07775815144,0,,,
33.84,40.457,0,0.988,0.018,1567.788,0.013,0,0.06739039791,0,,,
33.902,40.53,0,0.996,0.002,1584.846,0.013,0,0.06739039791,0,,,
33.965,40.499,0,0.98,0.01,1599.468,0.011,0,0.05702264439,0,,,
34.027,40.591,0,0.972,-0.007,1587.283,0.012,0,0.06220652115,0,,,
34.09,41.066,0,0.996,0.018,1565.351,0.012,0,0.06220652115,0,,,
34.152,41.248,0,1.012,-0.007,1586.065,0.011,0,0.05702264439,0,,,
34.215,41.382,0,1.029,0.002,1599.468,0.01,0,0.05183876763,0,,,
34.277,41.613,0,1.037,0.018,1583.628,0.011,0,0.05702264439,0,,,
34.34,41.741,0.006,1.07,-0.007,1572.662,0.011,0,0.05702264439,0,,,
34.402,41.814,0.006,1.103,-0.007,1586.065,0.01,0,0.05183876763,0,,,
34.465,41.851,0,1.144,-0.007,1600.687,0.01,0,0.05183876763,0,,,
34.528,41.857,0.006,1.176,0.002,1584.846,0.011,0,0.05702264439,0,,,
34.59,41.717,0,1.201,0.002,1572.662,0.01,0,0.05183876763,0,,,
34.653,41.528,0.006,1.242,0.01,1588.502,0.01,0,0.05183876763,0,,,
34.715,41.175,-0.006,1.242,0.002,1601.905,0.008,0,0.0414710141,0,,,
34.778,40.81,0,1.275,0.002,1583.628,0.01,0,0.05183876763,0,,,
34.84,40.365,0,1.25,0.018,1573.88,0.008,0,0.0414710141,0,,,
34.903,39.921,0,1.242,-0.007,1588.502,0.007,0,0.03628713734,0,,,
34.965,39.513,0,1.225,0.002,1600.687,0.008,0,0.0414710141,0,,,
35.028,39.136,0.006,1.176,0.01,1582.41,0.008,0,0.0414710141,0,,,
35.091,38.801,0,1.135,-0.007,1576.317,0.007,0,0.03628713734,0,,,
35.153,38.508,0,1.094,0.01,1589.72,0.007,0,0.03628713734,0,,,
35.216,38.283,0.006,1.053,0.002,1598.25,0.007,0,0.03628713734,0,,,
35.278,38.265,0,0.988,0.01,1579.973,0.01,0,0.05183876763,0,,,
35.341,38.295,-0.006,0.939,0.01,1575.099,0.01,0,0.05183876763,0,,,
35.403,39.002,0,0.881,0.002,1588.502,0.01,0,0.05183876763,0,,,
35.466,39.245,0.006,0.865,-0.007,1595.813,0.01,0,0.05183876763,0,,,
35.528,39.464,0,0.84,-0.007,1577.536,0.012,0,0.06220652115,0,,,
35.591,39.677,0,0.824,0.01,1577.536,0.011,0,0.05702264439,0,,,
35.653,39.836,0,0.824,0.018,1590.939,0.012,0,0.06220652115,0,,,
35.716,40.018,-0.006,0.824,-0.007,1593.376,0.011,0,0.05702264439,0,,,
35.779,40.171,0,0.84,0.01,1575.099,0.011,0,0.05702264439,0,,,
35.841,40.298,0.006,0.857,0.01,1578.754,0.013,0,0.06739039791,0,,,
35.904,40.365,0,0.865,0.002,1592.157,0.012,0,0.06220652115,0,,,
35.966,40.426,-0.006,0.881,0.002,1593.376,0.015,0,0.07775815144,0,,,
36.029,40.475,0,0.89,0.002,1575.099,0.015,0,0.07775815144,0,,,
36.091,40.414,0.006,0.898,0.01,1577.536,0.013,0,0.06739039791,0,,,
36.154,40.408,0,0.898,0.002,1594.594,0.013,0,0.06739039791,0,,,
36.216,40.378,0,0.906,0.002,1593.376,0.012,0,0.06220652115,0,,,
36.279,40.335,0,0.914,-0.007,1575.099,0.015,0,0.07775815144,0,,,
36.342,40.317,0.006,0.922,0.002,1579.973,0.012,0,0.06220652115,0,,,
36.404,40.317,0.006,0.898,0.01,1594.594,0.012,0,0.06220652115,0,,,
36.467,40.292,0.006,0.906,0.01,1589.72,0.011,0,0.05702264439,0,,,
36.529,40.256,0,0.906,0.002,1573.88,0.012,0,0.06220652115,0,,,
36.592,40.207,0.006,0.914,0.002,1579.973,0.011,0,0.05702264439,0,,,
36.654,40.146,0,0.89,0.01,1595.813,0.008,0,0.0414710141,0,,,
36.717,40.195,-0.006,0.881,0.002,1590.939,0.01,0,0.05183876763,0,,,
36.779,40.305,0.006,0.881,-0.015,1572.662,0.01,0,0.05183876763,0,,,
36.842,40.798,0,0.881,0.01,1581.191,0.01,0,0.05183876763,0,,,
36.904,40.907,0,0.906,0.002,1597.031,0.007,0,0.03628713734,0,,,
36.967,41.059,0,0.922,0.002,1592.157,0.008,0,0.0414710141,0,,,
37.03,41.242,0,0.955,0.002,1571.443,0.01,0,0.05183876763,0,,,
37.092,41.34,0.006,0.98,0.002,1583.628,0.011,0,0.05702264439,0,,,
37.155,41.449,0.006,1.012,0.01,1597.031,0.01,0,0.05183876763,0,,,
37.217,41.516,0,1.045,0.01,1590.939,0.011,0,0.05702264439,0,,,
37.28,41.528,0.006,1.078,0.002,1572.662,0.012,0,0.06220652115,0,,,
37.342,41.48,0,1.103,0.002,1582.41,0.012,0,0.06220652115,0,,,
37.405,41.291,0,1.135,-0.007,1598.25,0.011,0,0.05702264439,0,,,
37.467,41.017,0,1.152,0.01,1589.72,0.012,0,0.06220652115,0,,,
37.53,40.682,0,1.152,0.002,1571.443,0.01,0,0.05183876763,0,,,
37.593,40.286,0.006,1.168,0.01,1583.628,0.013,0,0.06739039791,0,,,
37.655,39.878,0,1.127,-0.007,1597.031,0.012,0,0.06220652115,0,,,
37.718,39.537,0,1.111,0.002,1586.065,0.012,0,0.06220652115,0,,,
37.78,39.215,-0.006,1.086,0.01,1567.788,0.01,0,0.05183876763,0,,,
37.843,38.922,0.006,1.045,0.002,1584.846,0.008,0,0.0414710141,0,,,
37.905,38.636,0.006,0.996,0.01,1599.468,0.01,0,0.05183876763,0,,,
37.968,38.411,0,0.955,0.018,1587.283,0.012,0,0.06220652115,0,,,
38.03,38.247,-0.006,0.898,0.018,1565.351,0.012,0,0.06220652115,0,,,
38.093,38.241,0.006,0.857,0.018,1583.628,0.013,0,0.06739039791,0,,,
38.155,38.849,0.006,0.808,0.002,1600.687,0.013,0,0.06739039791,0,,,
38.218,39.05,0.006,0.783,0.002,1590.939,0.011,0,0.05702264439,0,,,
38.281,39.3,0,0.775,0.01,1573.88,0.013,0,0.06739039791,0,,,
38.343,39.519,0.006,0.775,0.01,1583.628,0.011,0,0.05702264439,0,,,
38.406,39.75,0,0.767,0.01,1599.468,0.008,0,0.0414710141,0,,,
38.468,39.921,0.006,0.783,0.002,1584.846,0.011,0,0.05702264439,0,,,
38.531,40.128,-0.006,0.791,0.002,1572.662,0.011,0,0.05702264439,0,,,
38.593,40.28,0.012,0.791,0.01,1587.283,0.012,0,0.06220652115,0,,,
38.656,40.414,-0.006,0.816,0.002,1600.687,0.011,0,0.05702264439,0,,,
38.718,40.499,-0.006,0.824,0.002,1582.41,0.01,0,0.05183876763,0,,,
38.781,40.578,-0.006,0.84,0.01,1573.88,0.011,0,0.05702264439,0,,,
38.844,40.603,0,0.865,0.01,1587.283,0.01,0,0.05183876763,0,,,
38.906,40.548,-0.006,0.881,0.01,1598.25,0.01,0,0.05183876763,0,,,
38.969,40.481,0,0.865,0.002,1579.973,0.012,0,0.06220652115,0,,,
39.031,40.408,0.006,0.881,0.002,1575.099,0.011,0,0.05702264439,0,,,
39.094,40.347,0,0.881,0.018,1590.939,0.012,0,0.06220652115,0,,,
39.156,40.329,0,0.881,0.002,1590.939,0.011,0,0.05702264439,0,,,
39.219,40.311,0,0.881,0.01,1571.443,0.012,0,0.06220652115,0,,,
39.281,40.286,-0.006,0.881,0.002,1576.317,0.01,0,0.05183876763,0,,,
39.344,40.262,0,0.881,0.01,1590.939,0.01,0,0.05183876763,0,,,
39.406,40.213,0.006,0.865,0.01,1584.846,0.011,0,0.05702264439,0,,,
39.469,40.25,0.006,0.865,0.002,1567.788,0.011,0,0.05702264439,0,,,
39.532,40.311,0,0.881,0.01,1579.973,0.013,0,0.06739039791,0,,,
39.594,40.475,0.006,0.89,0.002,1592.157,0.011,0,0.05702264439,0,,,
39.657,40.926,0,0.914,0.01,1579.973,0.013,0,0.06739039791,0,,,
39.719,41.169,0,0.939,0.002,1562.914,0.012,0,0.06220652115,0,,,
39.782,41.333,0.006,0.98,0.01,1577.536,0.013,0,0.06739039791,0,,,
39.844,41.498,0,1.021,-0.007,1597.031,0.011,0,0.05702264439,0,,,
39.907,41.534,0.006,1.045,0.01,1583.628,0.015,0,0.07775815144,0,,,
39.969,41.766,0.006,1.078,0.002,1566.569,0.011,0,0.05702264439,0,,,
40.032,41.76,0,1.119,-0.007,1583.628,0.01,0,0.05183876763,0,,,
40.095,41.687,-0.006,1.144,0.018,1597.031,0.011,0,0.05702264439,0,,,
40.157,41.431,0,1.168,0.018,1579.973,0.011,0,0.05702264439,0,,,
40.22,41.041,-0.012,1.176,0.002,1571.443,0.011,0,0.05702264439,0,,,
40.282,40.682,0.006,1.184,0.002,1586.065,0.008,0,0.0414710141,0,,,
40.345,40.25,-0.006,1.176,0.002,1594.594,0.01,0,0.05183876763,0,,,
40.407,39.976,0.006,1.168,0.002,1573.88,0.008,0,0.0414710141,0,,,
40.47,39.58,0.006,1.152,-0.007,1571.443,0.008,0,0.0414710141,0,,,
40.532,39.416,0.006,1.127,0.018,1588.502,0.008,0,0.0414710141,0,,,
40.595,39.203,-0.006,1.103,0.002,1592.157,0.01,0,0.05183876763,0,,,
40.657,38.874,0,1.029,0.002,1570.225,0.008,0,0.0414710141,0,,,
40.72,38.782,0,1.004,0.01,1573.88,0.007,0,0.03628713734,0,,,
40.783,38.545,0,0.963,-0.007,1587.283,0.007,0,0.03628713734,0,,,
40.845,38.441,0.006,0.931,0.01,1586.065,0.01,0,0.05183876763,0,,,
40.908,38.435,0.006,0.89,0.002,1566.569,0.01,0,0.05183876763,0,,,
40.97,39.117,0.006,0.881,-0.007,1575.099,0.01,0,0.05183876763,0,,,
41.033,39.306,0,0.857,0.01,1593.376,0.011,0,0.05702264439,0,,,
41.095,39.476,-0.006,0.857,-0.007,1581.191,0.01,0,0.05183876763,0,,,
41.158,39.842,0.006,0.857,-0.007,1562.914,0.013,0,0.06739039791,0,,,
